"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 11 11:22:12 GMT 2022","Thu Aug 11 11:22:49 GMT 2022","36804","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkSendApplicationWithIncorrectPhoneNumberTest","Невозможность отправить заявку с некорректным телефоном",""
"failed","Thu Aug 11 11:27:57 GMT 2022","Thu Aug 11 11:28:35 GMT 2022","38316","","Проверка работы Ипотечного калькулятора","","tests.MortgageCalculatorTest","newBuildingCalculatorTest","Проверка расчета ЕП в новостройке",""
"passed","Thu Aug 11 11:25:05 GMT 2022","Thu Aug 11 11:25:17 GMT 2022","11959","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramCarLoanTest","Заявка на подключение программы: ""Автокредит""",""
"passed","Thu Aug 11 11:22:49 GMT 2022","Thu Aug 11 11:23:06 GMT 2022","17418","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkThePossibilityToSendAnApplicationWithoutEmailTest","Проверка возможности отправить заявку без e-mail",""
"passed","Thu Aug 11 11:24:17 GMT 2022","Thu Aug 11 11:24:31 GMT 2022","13641","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","downloadInstructionsTest","Скачивание файла инструкции",""
"passed","Thu Aug 11 11:27:13 GMT 2022","Thu Aug 11 11:27:30 GMT 2022","16752","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintConsentToTheProcessingOfPersonalDataTest","Наличие подсказки на обязательное поле: согласие на обработку ПД",""
"passed","Thu Aug 11 11:26:03 GMT 2022","Thu Aug 11 11:26:15 GMT 2022","12047","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","informationAboutTheAmountOfTheLoanTest","Появление информации о сумме кредита",""
"passed","Thu Aug 11 11:23:06 GMT 2022","Thu Aug 11 11:23:22 GMT 2022","15939","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","openClassmatesLinkTest","Открытие страницы одноклассников по нажатию на иконку",""
"passed","Thu Aug 11 11:26:15 GMT 2022","Thu Aug 11 11:26:30 GMT 2022","14566","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithIncorrectEmailTest","Наличия подсказки при вводе некорректного email",""
"passed","Thu Aug 11 11:27:42 GMT 2022","Thu Aug 11 11:27:57 GMT 2022","14634","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithoutDateOfBirthdayTest","Наличие подсказки при неполной дате рождения",""
"passed","Thu Aug 11 11:26:45 GMT 2022","Thu Aug 11 11:27:00 GMT 2022","14313","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithNotFullMobilePhoneTest","Наличия подсказки при написании неполного номера телефона",""
"passed","Thu Aug 11 11:23:32 GMT 2022","Thu Aug 11 11:23:46 GMT 2022","13467","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","openTelegramLinkTest","Открытие страницы телеграмма по нажатию на иконку",""
"passed","Thu Aug 11 11:25:37 GMT 2022","Thu Aug 11 11:25:50 GMT 2022","12682","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramMortgageTest","Заявка на подключение программы: ""Ипотека""",""
"passed","Thu Aug 11 11:24:04 GMT 2022","Thu Aug 11 11:24:17 GMT 2022","13511","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","downloadInformationAboutRateTest","Скачивание информации о тарифе",""
"passed","Thu Aug 11 11:24:31 GMT 2022","Thu Aug 11 11:24:53 GMT 2022","21848","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramCreditForGoodsTest","Заявка на подключение программы: ""Кредит на товар""",""
"passed","Thu Aug 11 11:24:53 GMT 2022","Thu Aug 11 11:25:05 GMT 2022","12356","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramCreditCardTest","Заявка на подключение программы: ""Кредитная карта""",""
"passed","Thu Aug 11 11:25:50 GMT 2022","Thu Aug 11 11:26:03 GMT 2022","13712","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","downloadingAFileWithInformationAboutTheRequiredDocumentTest","Скачивание файла с информацией о необходимых документах",""
"passed","Thu Aug 11 11:27:30 GMT 2022","Thu Aug 11 11:27:42 GMT 2022","12221","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithNotFullNameTest","Наличие подсказки при написании неполного имени",""
"passed","Thu Aug 11 11:25:17 GMT 2022","Thu Aug 11 11:25:37 GMT 2022","19838","","Поверка страницы: Кредитные каникулы","","tests.CreditHolidaysTest","applicationForConnectingTheProgramNonPurposeLoanTest","Заявка на подключение программы: ""Нецелевой потребительский кредит""",""
"passed","Thu Aug 11 11:26:30 GMT 2022","Thu Aug 11 11:26:45 GMT 2022","15192","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","haveHintWithNameNotCyrillicTest","Наличие подсказки при написании имени латинскими буквами",""
"passed","Thu Aug 11 11:27:00 GMT 2022","Thu Aug 11 11:27:13 GMT 2022","13390","","Проверка работы формы заказа кредитной карты","","tests.OrderCreditCardTest","requestCodeFromSmsWithCorrectDataTest","Запрос кода из смс при отправки корректных данных",""
"passed","Thu Aug 11 11:21:35 GMT 2022","Thu Aug 11 11:21:57 GMT 2022","21835","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkHintsWhenSendingEmptyFieldsTest","Проверка наличия подсказок при отправлении пустых полей",""
"passed","Thu Aug 11 11:21:57 GMT 2022","Thu Aug 11 11:22:12 GMT 2022","14819","","Проверка работы формы заказа зарплатного проекта","","tests.SalaryProjectTest","checkHinWithNonCyrillicContactPersonTest","Есть подсказка при написании контактного лица не кириллицей",""
"passed","Thu Aug 11 11:23:46 GMT 2022","Thu Aug 11 11:24:04 GMT 2022","18020","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","openVKLinkTest","Открытие страницы ВК по нажатию на иконку",""
"passed","Thu Aug 11 11:23:22 GMT 2022","Thu Aug 11 11:23:32 GMT 2022","10044","","Проверка страницы ""Инвестиции""","","tests.InvestmentsPageTest","checkingTheOperationOfTheDropdownListTest","Проверка работы выпадающего списка",""
